rule_id,condition_json,recommended_scheme,recommended_loan,recommended_insurance,priority,confidence,reason
279,"{""state"": ""Maharashtra"", ""crop"": ""Maize"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.93,"Farmer in Maharashtra cultivating Maize with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Maize is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
280,"{""state"": ""Maharashtra"", ""crop"": ""Maize"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.89,"Farmer in Maharashtra cultivating Maize with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Maize is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
281,"{""state"": ""Maharashtra"", ""crop"": ""Groundnut"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.83,"Farmer in Maharashtra cultivating Groundnut with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Groundnut is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
282,"{""state"": ""Maharashtra"", ""crop"": ""Groundnut"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.84,"Farmer in Maharashtra cultivating Groundnut with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Groundnut is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
283,"{""state"": ""Maharashtra"", ""crop"": ""Groundnut"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.81,"Farmer in Maharashtra cultivating Groundnut with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Groundnut is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage."
284,"{""state"": ""Maharashtra"", ""crop"": ""Groundnut"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.95,"Farmer in Maharashtra cultivating Groundnut with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Groundnut is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
285,"{""state"": ""Maharashtra"", ""crop"": ""Groundnut"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.95,"Farmer in Maharashtra cultivating Groundnut with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Groundnut is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
286,"{""state"": ""Maharashtra"", ""crop"": ""Pulses"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.85,"Farmer in Maharashtra cultivating Pulses with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Pulses is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
287,"{""state"": ""Maharashtra"", ""crop"": ""Pulses"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.77,"Farmer in Maharashtra cultivating Pulses with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Pulses is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
288,"{""state"": ""Maharashtra"", ""crop"": ""Pulses"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.93,"Farmer in Maharashtra cultivating Pulses with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment. Pulses is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage."
289,"{""state"": ""Maharashtra"", ""crop"": ""Pulses"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.88,"Farmer in Maharashtra cultivating Pulses with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Pulses is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Larger land holding and higher income support infrastructure and mechanization financing."
290,"{""state"": ""Maharashtra"", ""crop"": ""Pulses"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, National Food Security Mission (NFSM)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Pradhan Mantri Fasal Bima Yojana (PMFBY), Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.94,"Farmer in Maharashtra cultivating Pulses with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Pulses is a priority crop under PMFBY in Maharashtra, warranting crop insurance coverage. Low collateral base suggests gold-backed lending as an accessible credit option."
291,"{""state"": ""Maharashtra"", ""crop"": ""Vegetables"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.88,Farmer in Maharashtra cultivating Vegetables with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
292,"{""state"": ""Maharashtra"", ""crop"": ""Vegetables"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.78,Farmer in Maharashtra cultivating Vegetables with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
293,"{""state"": ""Maharashtra"", ""crop"": ""Vegetables"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.8,Farmer in Maharashtra cultivating Vegetables with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment.
294,"{""state"": ""Maharashtra"", ""crop"": ""Vegetables"", ""land_acres"": "">10 Acres"", ""income_inr"": "">500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), Agriculture Infrastructure Fund, e-NAM Registration, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Warehouse Receipt Financing, Tractor / Farm Equipment Loan, NABARD Refinance - Land Development Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",4,0.77,Farmer in Maharashtra cultivating Vegetables with land holding >10 Acres and annual income >500000 INR falls into the 'large' farmer segment. Larger land holding and higher income support infrastructure and mechanization financing.
295,"{""state"": ""Maharashtra"", ""crop"": ""Vegetables"", ""land_acres"": ""<5 Acres"", ""income_inr"": ""<300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.93,Farmer in Maharashtra cultivating Vegetables with land holding <5 Acres and annual income <300000 INR falls into the 'small-marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
296,"{""state"": ""Maharashtra"", ""crop"": ""Fruits"", ""land_acres"": ""<2 Acres"", ""income_inr"": ""<200000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",1,0.88,Farmer in Maharashtra cultivating Fruits with land holding <2 Acres and annual income <200000 INR falls into the 'marginal' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
297,"{""state"": ""Maharashtra"", ""crop"": ""Fruits"", ""land_acres"": ""2-5 Acres"", ""income_inr"": ""200000-300000""}","PM-KISAN, Soil Health Card Scheme, PM Kisan Maandhan Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), SBI Agriculture Gold Loan, Interest Subvention Scheme (Short Term Crop Loan)","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",2,0.91,Farmer in Maharashtra cultivating Fruits with land holding 2-5 Acres and annual income 200000-300000 INR falls into the 'small' farmer segment. Eligible for PM-KISAN direct income support due to small/marginal land holding. Low collateral base suggests gold-backed lending as an accessible credit option.
298,"{""state"": ""Maharashtra"", ""crop"": ""Fruits"", ""land_acres"": ""5-10 Acres"", ""income_inr"": ""300000-500000""}","Soil Health Card Scheme, Rashtriya Krishi Vikas Yojana (RKVY), PM Krishi Sinchai Yojana, Mission for Integrated Development of Horticulture (MIDH)","Kisan Credit Card (KCC), Crop Loan, Farm Mechanization Loan","Unified Package Insurance Scheme (UPIS), Restructured Weather Based Crop Insurance Scheme, Weather Based Crop Insurance Scheme (WBCIS) - Drought Rider",3,0.82,Farmer in Maharashtra cultivating Fruits with land holding 5-10 Acres and annual income 300000-500000 INR falls into the 'semi-medium' farmer segment.
